Dividend  Divisor Quotient Remainder
3A30F0AF CAD1405D 00000000 3A30F0AF
904E8A6C 45F924FC 00000002 045C4074
096B690B 8B03E59F 00000000 096B690B
93659308 4CC4131D 00000001 46A17FEB
2770C828 D8A76A53 00000000 2770C828
9EE62F27 437B4026 00000002 17EFAEDB
F98C1B65 C79A4F8E 00000001 31F1CBD7
CBABDA24 60BBB916 00000002 0A3467F8
19931E1E 17261CD6 00000001 026D0148
5B658308 EAD12593 00000000 5B658308
D6C8A7BC C6F7A5EF 00000001 0FD101CD
B95A5B65 81843BC4 00000001 37D61FA1
BD8CFF7A 1B4F4C0D 00000006 19B1372C
36FB674A 7C2841A8 00000000 36FB674A
BBB48EE7 558EA52C 00000002 1097448F
679A6D3E FF04DE65 00000000 679A6D3E
308DBA4F 3C5FD71D 00000000 308DBA4F
BD124E53 E86E2FEF 00000000 BD124E53
8B9B958B 80514289 00000001 0B4A5302
31B9ED86 9A0B5B9E 00000000 31B9ED86
04F5D7DE FD51311C 00000000 04F5D7DE
A9123963 52F7F14D 00000002 032256C9
7B960307 43A5D890 00000001 37F02A77
3B15E31C 7B9DD832 00000000 3B15E31C
8A272E82 D80045A0 00000000 8A272E82
9FF4BBBA A5811D15 00000000 9FF4BBBA
F55A9A1B FF4CD0A4 00000000 F55A9A1B
9B5033E0 84D2B699 00000001 167D7D47
67FEDF90 D36C6D73 00000000 67FEDF90
AC125B1C E1C8751A 00000000 AC125B1C
67D711DD 40CC512C 00000001 270AC0B1
49F1091E 5D77D010 00000000 49F1091E
EF4E47A8 1F91E83A 00000007 1250EE12
CC9E02DB 0A5EC30E 00000013 079588D1
FEAB9418 92FBFBD9 00000001 6BAF983F
17E60F7F 6998E067 00000000 17E60F7F
F88D3A1A 3A3A944B 00000004 0FA2E8EE
C54ED44B 3D9A5A00 00000003 0C7FC64B
71493F55 1FCAD51D 00000003 11E8BFFE
72EEF384 21EFFA58 00000003 0D1F047C
9FBD5071 C0624413 00000000 9FBD5071
2077EE7D D13BF4A3 00000000 2077EE7D
6903D33F 11F8197A 00000005 0F2B53DD
585B86AE FA5A5405 00000000 585B86AE
6A7B8D85 100BC044 00000006 0A350BED
E83E8877 8BC0A5DA 00000001 5C7DE29D
F868E469 1E2CBE47 00000008 0702F231
1FF5574F 71275826 00000000 1FF5574F
29467D26 CD01CE7C 00000000 29467D26
AB042247 14DEA049 00000008 040F1FFF
B3F07C85 368F31FA 00000003 1042E697
992D0F4C 4A9F3FEA 00000002 03EE8F78
73D27E7B 4C8DC3E4 00000001 2744BA97
CE8B8732 CD93B505 00000001 00F7D22D
55D5CB3A 02A53898 00000020 012EB83A
7588294B ADF1B863 00000000 7588294B
6FBFCD29 20BF0680 00000003 0D82B9A9
C14718DB 8873B962 00000001 38D35F79
32B462CF BD64074D 00000000 32B462CF
13A58E9A A944D8F5 00000000 13A58E9A
6084F2F1 DD5A993E 00000000 6084F2F1
B2B70585 EEBFE797 00000000 B2B70585
0F9A9165 84EC7A78 00000000 0F9A9165
75D96399 666F4046 00000001 0F6A2353
5F7353D5 F523EF4F 00000000 5F7353D5
930FCEED E32713E3 00000000 930FCEED
E2D850F8 CB2E1957 00000001 17AA37A1
1017A9CE C6D44846 00000000 1017A9CE
035FD694 AF7B648A 00000000 035FD694
166A7436 4E7FC5DE 00000000 166A7436
611B1CA6 DF6F9BA1 00000000 611B1CA6
A1324BB0 7D0E5940 00000001 2423F270
BA9A16D3 6363FC95 00000001 57361A3E
612D24F4 9795DD30 00000000 612D24F4
03B5D41E E8B0DE8D 00000000 03B5D41E
F683F74D 58A54DB5 00000002 45395BE3
0FAC0226 80997D4A 00000000 0FAC0226
513B98FC 5DA21627 00000000 513B98FC
E16F3EB7 E0C0D31A 00000001 00AE6B9D
A2F391C2 0F94248A 0000000A 072A245E
B80B76EA DA5832A9 00000000 B80B76EA
4CD923D2 F712CDBE 00000000 4CD923D2
5AB5BE94 73E13041 00000000 5AB5BE94
E90FAA6F 9F16E91D 00000001 49F8C152
2A087339 01AD2148 00000019 00203331
A52C1B1A AF831891 00000000 A52C1B1A
13557F44 524C6869 00000000 13557F44
06BE21B1 B327D8A9 00000000 06BE21B1
B21B2E3C 59842B36 00000001 58970306
CDFD5376 4109E173 00000003 0ADFAF1D
4EBDDCB6 566090F6 00000000 4EBDDCB6
E3AC23D4 791BB093 00000001 6A907341
7E923538 014670B0 00000063 0054A128
FBCEFAF6 B7A638D5 00000001 4428C221
F2A59419 9DDCCEF4 00000001 54C8C525
B3E609FA BCC293CD 00000000 B3E609FA
1E582AE9 9BDE3B0C 00000000 1E582AE9
BA30F995 835BAA94 00000001 36D54F01
AD6053AB 93C3E832 00000001 199C6B79
27C59188 CBD5B369 00000000 27C59188
5E5F0E94 262C5CD7 00000002 120654E6
D11A70FF 28F7E002 00000005 044310F5
5154F4E0 C0A78B53 00000000 5154F4E0
A2AA1F01 78F9D1DF 00000001 29B04D22
04A40261 7405536E 00000000 04A40261
5C2507B2 27194AAA 00000002 0DF2725E
6B1FABD0 99DD0050 00000000 6B1FABD0
CE05C4C4 7F17ED92 00000001 4EEDD732
9E055AE5 5F537EAE 00000001 3EB1DC37
EC3E2D00 9B642245 00000001 50DA0ABB
EC556730 5828DF7A 00000002 3C03A83C
9660F5ED 1FE476D5 00000004 16CF1A99
D5CFBF56 79773061 00000001 5C588EF5
3F7611A7 81E30968 00000000 3F7611A7
F64FDCA9 4E92A6B9 00000003 0A97E87E
59C39F75 E1C0C1E7 00000000 59C39F75
0696BC16 9A61325C 00000000 0696BC16
E362FD63 299C463B 00000005 13559E3C
B3771667 CCDD49A7 00000000 B3771667
9BF211FD 90353AD0 00000001 0BBCD72D
2B87DDAC 2CE51D94 00000000 2B87DDAC
FD4A636F 1FAA9780 00000007 1FA03EEF
6D3E3BF7 2F2CFCBA 00000002 0EE44283
0BA483BF 7F3CE243 00000000 0BA483BF
8B9B53D5 EC44FFBC 00000000 8B9B53D5
AEC01314 86D9E20B 00000001 27E63109
F7EAED98 0F3FF7DE 00000010 03EB6FB8
9CDABFBE CC7FA11A 00000000 9CDABFBE
9AAAC4C9 E0D09FA8 00000000 9AAAC4C9
BCA1D2B1 31BFE192 00000003 27622DFB
AA82497B FD07FF24 00000000 AA82497B
B97AA2A1 0F11964E 0000000C 04A796F9
B73A9B82 4CCA4AC8 00000002 1DA605F2
33D24FC5 E40C5F80 00000000 33D24FC5
D88698D8 A803BB8B 00000001 3082DD4D
97B49E36 E3C65952 00000000 97B49E36
EB56AA4E 81C7279B 00000001 698F82B3
3162D787 14216388 00000002 09201077
C855B32E B6058645 00000001 12502CE9
ED64AC95 C3BEFC85 00000001 29A5B010
A606BC69 E7C31333 00000000 A606BC69
57A6E304 7BABA5D3 00000000 57A6E304
EFDC701A 20FA8562 00000007 0902CA6C
21C95C44 E416E89F 00000000 21C95C44
F635CE06 3C170972 00000004 05D9A83E
31BF3F7A 8006411B 00000000 31BF3F7A
74D14837 B4920D91 00000000 74D14837
9F4A999F F6F3001E 00000000 9F4A999F
4A588AAF 24E5BE29 00000002 008D0E5D
449C720E 884DF8BE 00000000 449C720E
859EFB39 CFEE70B4 00000000 859EFB39
FF13845A 04ABCF1B 00000036 02D5D4A8
4EFD42DB 9C3C4C34 00000000 4EFD42DB
6BB490E0 C2E7E0E7 00000000 6BB490E0
952C8698 01F342B5 0000004C 00F4B8DC
4CC1D363 BDCFFE5F 00000000 4CC1D363
A33D3CD7 2C995574 00000003 1D713C7B
CDE98C8F EAF3F4C3 00000000 CDE98C8F
5295733A C9D62BF7 00000000 5295733A
24956811 DEA94553 00000000 24956811
95151C6C 63A2FE65 00000001 31721E07
45BC8993 AC73942B 00000000 45BC8993
9BDBF830 96CC31AC 00000001 050FC684
85D94593 5D39BEBC 00000001 289F86D7
664BF6DE 41FADEDA 00000001 24511804
7B37C032 A48CEDC1 00000000 7B37C032
DDE7054D 35503D03 00000004 08A61141
E135B7E3 6D22EC73 00000002 06EFDEFD
B5FE59A8 00B24E22 00000105 0034B0FE
4603FE70 7C241460 00000000 4603FE70
7B961D31 4EE254E2 00000001 2CB3C84F
4A56E131 80D13A68 00000000 4A56E131
EA79C341 BB8F23EB 00000001 2EEA9F56
32BA6688 E65ECFD5 00000000 32BA6688
423D52BE 192C8BD9 00000002 0FE43B0C
3AAB07E8 E899F8A3 00000000 3AAB07E8
CC4A81A6 08F0CC35 00000016 0798F518
C665FBC0 D8013FF1 00000000 C665FBC0
646D195E CB2903A2 00000000 646D195E
43419769 175AFFB1 00000002 148B9807
F443EDBB DB26806F 00000001 191D6D4C
CE9157FD 499BFBD0 00000002 3B59605D
68C76A86 B0BAACFE 00000000 68C76A86
7E240528 84EAF486 00000000 7E240528
67318CDE 2DF52CFA 00000002 0B4732EA
D2B20F6E 39B8EAB7 00000003 25874F49
4BD18804 C34B507F 00000000 4BD18804
71A84AEC 53AB783E 00000001 1DFCD2AE
AA3F0863 1DD7FCEE 00000005 150717BD
0A4ACBAB 20B60875 00000000 0A4ACBAB
BEC69FEC F9AE4721 00000000 BEC69FEC
28800EAA F4458260 00000000 28800EAA
E6CAFD22 37D00A00 00000004 078AD522
68D3AF02 B932F0FE 00000000 68D3AF02
5042EF1D 73C264DA 00000000 5042EF1D
0CB00EF4 A7AC9AF4 00000000 0CB00EF4
4EDBA330 A2102F50 00000000 4EDBA330
B55F19AE 3D8E6BC2 00000002 3A42422A
E03AED9F E18CB8FD 00000000 E03AED9F
01307CE8 269B505D 00000000 01307CE8
736ADCD6 F7761C68 00000000 736ADCD6
255FA60B 9ECEFBD5 00000000 255FA60B
06480BEC A24A1D18 00000000 06480BEC
BBC7B8A4 B53B5DBF 00000001 068C5AE5
23057ABA A8858DEA 00000000 23057ABA
C1C0B42C E2750D13 00000000 C1C0B42C
4B0801B7 10E64FA0 00000004 076EC337
4F6439FE 115FC8D0 00000004 09E516BE
1B218CEB 9D74DCEA 00000000 1B218CEB
A2371C35 A29E0576 00000000 A2371C35
74C56451 C6A1C0CE 00000000 74C56451
0E808B32 45125DC2 00000000 0E808B32
C4333AAD F987AFF4 00000000 C4333AAD
5059A0E5 3C78DA7A 00000001 13E0C66B
6E878DF6 F7E08E93 00000000 6E878DF6
73FC3D9B 9E5B9139 00000000 73FC3D9B
825BB240 8573BE8D 00000000 825BB240
90EFAD58 4E544FAB 00000001 429B5DAD
75CB0491 3B335792 00000001 3A97ACFF
B81AD810 6FD9FB47 00000001 4840DCC9
4173E060 ADB3ECF7 00000000 4173E060
83E07A84 5ACB17FA 00000001 2915628A
682AC1EB CCC4935C 00000000 682AC1EB
0FABFD88 63800D57 00000000 0FABFD88
33A82328 2ADB8B45 00000001 08CC97E3
2D05AECB 281BC3FD 00000001 04E9EACE
57D51D2F 29013B68 00000002 05D2A65F
21DF40E6 0A9CAFCC 00000003 02093182
07F17612 82A26B47 00000000 07F17612
F2D1F6BD 5906E774 00000002 40C427D5
97538AC3 93094D91 00000001 044A3D32
8B1A1D55 4784C69B 00000001 439556BA
E9D57E72 601FDDEE 00000002 2995C296
169F2F90 9417BCA3 00000000 169F2F90
5AD0C832 7FD7E22D 00000000 5AD0C832
A807934E 85E76BDB 00000001 22202773
7D70B109 615AD388 00000001 1C15DD81
3DBF3330 1853F009 00000002 0D17531E
E25BABDF BEDB54AC 00000001 23805733
7390C39A 42A7C78D 00000001 30E8FC0D
50481757 F5085879 00000000 50481757
97D65287 82A79569 00000001 152EBD1E
BB56CCFC 805F5BD5 00000001 3AF77127
C2066011 3E3134CF 00000003 0772C1A4
EE609865 BA53A3F4 00000001 340CF471
65B38B73 D71B7F45 00000000 65B38B73
3B5BC205 D80831CB 00000000 3B5BC205
F44790C9 82E5FA54 00000001 71619675
5339A3AC 17ABCC86 00000003 0C363E1A
F16E7DEF 96A77DFA 00000001 5AC6FFF5
3463FB42 49DC8BE8 00000000 3463FB42
229FA221 9A1FFA31 00000000 229FA221
65B77A85 75C2C052 00000000 65B77A85
F7569169 D90E8708 00000001 1E480A61
64AF9502 4BD4B8EF 00000001 18DADC13
C0BD9762 25934805 00000005 04DD2F49
93785E94 71221053 00000001 22564E41
9BFB8C53 49A2EFB1 00000002 08B5ACF1
E088FFFB 9E8A9BE6 00000001 41FE6415
83D23CB9 5547DDC3 00000001 2E8A5EF6
C2A1E7B6 0CED54A3 0000000F 00B9F229
15F3711A F71A1A41 00000000 15F3711A
300DD359 2369C651 00000001 0CA40D08
95E41893 F7B5794F 00000000 95E41893
E61D3264 B1225B8E 00000001 34FAD6D6
62D9168C 0A3DACCE 00000009 06AE034E
CF254B15 F0B6321C 00000000 CF254B15
3904BD37 2751AFD1 00000001 11B30D66
FDB792F3 691C7316 00000002 2B7EACC7
EDF08B6B BE9CB13D 00000001 2F53DA2E
5DF2A658 C446C1FD 00000000 5DF2A658
85170A75 F7A4A143 00000000 85170A75
80F33244 47A1CCE1 00000001 39516563
A1C8707A 6CE5D3F5 00000001 34E29C85
738DD338 9CC06A8D 00000000 738DD338
84B6DCE3 7FF46C1B 00000001 04C270C8
CE1A70BC 4C9B96BA 00000002 34E34348
31BEB94F E7DB1E34 00000000 31BEB94F
9848256A 80F4CE9C 00000001 175356CE
84BF15EC FC775392 00000000 84BF15EC
29AA7B1F 180F5F65 00000001 119B1BBA
00C7FF57 4302AA7A 00000000 00C7FF57
B9EF583D BFC758B8 00000000 B9EF583D
6C403C5A 122FF880 00000005 115061DA
A2F99A22 4D4AF250 00000002 0863B582
AC50B922 370646C3 00000003 073DE4D9
FF9FD662 CBC0DAB0 00000001 33DEFBB2
BFD0E75F C7D724A4 00000000 BFD0E75F
2242F608 5050D95F 00000000 2242F608
97B3243E EEC15C7C 00000000 97B3243E
A196BD2B 1027B6D6 0000000A 000998CF
07EDBA9A 87469C8E 00000000 07EDBA9A
3AACFCA1 E4575FC2 00000000 3AACFCA1
CE69BA5D F131E6C2 00000000 CE69BA5D
FBF64BAA 5D9992B0 00000002 40C3264A
57988EAB FCDD8813 00000000 57988EAB
494D14EE 80CE48EA 00000000 494D14EE
117458D1 379CC026 00000000 117458D1
ED8B7319 E27AA447 00000001 0B10CED2
BBE0CB0F D802413E 00000000 BBE0CB0F
CA11BE29 4D17923B 00000002 2FE299B3
1E5FFA75 F0BA5B6E 00000000 1E5FFA75
C98F2A4D 0728683C 0000001C 0123C3BD
F8CC9A88 D26CBDFE 00000001 265FDC8A
9CD9E9AC 745D144E 00000001 287CD55E
4792E4A2 DB07587C 00000000 4792E4A2
99EE3FBE D79483C0 00000000 99EE3FBE
79ABAB78 2CBFE508 00000002 202BE168
E6796B78 4D4B1030 00000002 4BE34B18
F543B04E A56BB148 00000001 4FD7FF06
59991C9D C6BC9A3A 00000000 59991C9D
2E904092 83BD28D1 00000000 2E904092
0B4658CE EB251CE4 00000000 0B4658CE
9B899260 1F4D4F4A 00000004 1E545538
5D79581E 16F7D32D 00000004 019A0B6A
B0B83B15 CF558973 00000000 B0B83B15
AE2F8673 9D18E391 00000001 1116A2E2
281BF110 C108D342 00000000 281BF110
DD7CD786 9C2B19E7 00000001 4151BD9F
6738DB02 7532F4FA 00000000 6738DB02
8CF7C514 C028183E 00000000 8CF7C514
85BCEB59 C739E0DC 00000000 85BCEB59
1F37A132 735F7FEB 00000000 1F37A132
A856AFB4 99A3545D 00000001 0EB35B57
4CD6077C 7C71BEB7 00000000 4CD6077C
5D2354AD 8D80D9CD 00000000 5D2354AD
6E3DD9F8 33C46B38 00000002 06B50388
264C6DED 6401E0F0 00000000 264C6DED
F86E4B23 A9A99306 00000001 4EC4B81D
3DA498CA E1EEE3BB 00000000 3DA498CA
34C8A90F B51B7F64 00000000 34C8A90F
42727CD6 936F2A9C 00000000 42727CD6
7ED0AB9C A68F8070 00000000 7ED0AB9C
7B06AB3D 71CE8635 00000001 09382508
73F0ACB7 A9CB0156 00000000 73F0ACB7
554D4C00 AEFC1EF2 00000000 554D4C00
178FE122 84E1907D 00000000 178FE122
D2C36DD5 AC30A1A2 00000001 2692CC33
CD88A517 810D6C48 00000001 4C7B38CF
A9BE9086 C202D5C2 00000000 A9BE9086
479C5601 6894EC52 00000000 479C5601
2317E79F A8AC96E9 00000000 2317E79F
E148B6BE 41E5DF4D 00000003 1B9718D7
8EB87B9F 95AD3D9F 00000000 8EB87B9F
CE0B90DD 4F13FECE 00000002 2FE39341
87B3050D BF5B2721 00000000 87B3050D
C74BC5D4 F13B7120 00000000 C74BC5D4
E8B40FED 7D22E462 00000001 6B912B8B
61132FA5 FD58A3F9 00000000 61132FA5
A7ED6545 6B002081 00000001 3CED44C4
9190BF91 9324E26C 00000000 9190BF91
46707EBA E72F1CFE 00000000 46707EBA
35FD114F DFA7425E 00000000 35FD114F
B6ED92F4 10D63023 0000000A 0E8FB196
1340376B 8631D027 00000000 1340376B
F5E796D5 7D9C01A8 00000001 784B952D
3D7D316A 068676E7 00000009 02C3034B
7464D80B 8A2B5895 00000000 7464D80B
E1A8E3C2 937F2495 00000001 4E29BF2D
420F86B5 395C8C64 00000001 08B2FA51
D716F529 101A33D2 0000000D 05C2537F
4931A493 C947859A 00000000 4931A493
7C91E0EB 645C0057 00000001 1835E094
E6329CD1 4180534C 00000003 21B1A2ED
BB296DC5 BB6BA920 00000000 BB296DC5
1DAE4605 BB1C6E29 00000000 1DAE4605
6C17E74E D7EB646B 00000000 6C17E74E
47E325FD C2E42F7D 00000000 47E325FD
A350586D D33FF564 00000000 A350586D
430F85FA 2B0415BA 00000001 180B7040
F48461F9 A3F2ABD0 00000001 5091B629
A363F489 C8A3F051 00000000 A363F489
C6619CE6 22E86D0A 00000005 17D77BB4
90792832 648A2246 00000001 2BEF05EC
BCFE3830 3A720ADB 00000003 0DA8179F
E57FD874 E676F1F8 00000000 E57FD874
AC809E0A 53314434 00000002 061E15A2
72BF5505 A8E07238 00000000 72BF5505
3985A50B 6B3098F2 00000000 3985A50B
C844CCEC 4E95687D 00000002 2B19FBF2
799834BC 6547127C 00000001 14512240
5A785B92 31E5A320 00000001 2892B872
189AE559 928ADE05 00000000 189AE559
81688F02 833421D5 00000000 81688F02
39BAC232 513BAEDA 00000000 39BAC232
2D1DBDDA 65338AE7 00000000 2D1DBDDA
E5D57957 F388F055 00000000 E5D57957
72AE7C9A 56969F55 00000001 1C17DD45
6CB479AC ADB1BA7B 00000000 6CB479AC
F346118E 88677D5B 00000001 6ADE9433
541FA5D9 623DD64B 00000000 541FA5D9
864370FA 2E5F3572 00000002 29850616
927E1633 EE3C64DB 00000000 927E1633
85D67287 821CEA5E 00000001 03B98829
9FE8118F 0D501A47 0000000C 0026D63B
537A8BB8 BF17F4BB 00000000 537A8BB8
8730673A 83248C0E 00000001 040BDB2C
68FBF49C D001554E 00000000 68FBF49C
9D4AE0A1 271791FA 00000004 00EC98B9
55C9D9E8 4F728090 00000001 06575958
A29AB3BE CDF0B567 00000000 A29AB3BE
FE3BE2D7 2ECC24BA 00000005 143F2B35
8574D1A5 EDF9726A 00000000 8574D1A5
AA989995 C8E722BF 00000000 AA989995
01975297 C3447D9D 00000000 01975297
B5D2B3E3 B1DA0862 00000001 03F8AB81
94E0D52A 7F76AF53 00000001 156A25D7
92C3FEDC 977EAD71 00000000 92C3FEDC
ECB6CF1B 0C216C6D 00000013 063BC304
70C4F50C D6AE8A03 00000000 70C4F50C
070852FC 1DA75B3A 00000000 070852FC
F5F849B4 BA79A610 00000001 3B7EA3A4
907FF1F1 97FDF18D 00000000 907FF1F1
A51919E3 DF83CE3A 00000000 A51919E3
40A6CFB7 D934C9E6 00000000 40A6CFB7
7A4D47F4 8AD30BED 00000000 7A4D47F4
8FB76AC9 15D8AF1E 00000006 0CA35015
C9A11550 FBE1025E 00000000 C9A11550
6B698BEE 3E1CABF1 00000001 2D4CDFFD
E613192E 7C2A8F6A 00000001 69E889C4
B914C7FD 40F17B18 00000002 3731D1CD
6824C8E4 3FEFB6E7 00000001 283511FD
283FB54E 4C6DF96E 00000000 283FB54E
9DAE525B 67AA096B 00000001 360448F0
99B2C63B 696FC4D4 00000001 30430167
359AA620 DCC7893A 00000000 359AA620
5B808014 8E6447EE 00000000 5B808014
14FFE16B 67C58DDE 00000000 14FFE16B
AA5DFBA4 694A19F1 00000001 4113E1B3
C32720CA F97A0301 00000000 C32720CA
332266C8 5EA5AD04 00000000 332266C8
3703E38F BB108DBB 00000000 3703E38F
18DDE5CD 147B0202 00000001 0462E3CB
A7316F6C 91228762 00000001 160EE80A
16B1EB22 5180E87E 00000000 16B1EB22
9E7FD585 A50F8207 00000000 9E7FD585
B5DC0650 73462B36 00000001 4295DB1A
F9403D41 A03223CE 00000001 590E1973
25BB6049 5E5A73BF 00000000 25BB6049
3D2BD899 1EEADBE7 00000001 1E40FCB2
93835843 09CC5AC0 0000000F 008A0703
EEA83668 E66D7ACC 00000001 083ABB9C
92F87C19 7AC35822 00000001 183523F7
977396C5 F7BFD665 00000000 977396C5
DAB7BDAC 26545077 00000005 1B122B59
F83A74E7 41C03A9B 00000003 32F9C516
0F75EB9C 16C6DC0B 00000000 0F75EB9C
2412D3A7 A853F3A1 00000000 2412D3A7
89AD56EF B8CE4293 00000000 89AD56EF
FB0C6A9E E8AD9EE2 00000001 125ECBBC
B54D3124 3E10D31C 00000002 392B8AEC
E470237A 333818FF 00000004 178FBF7E
FE6E9613 FED514CB 00000000 FE6E9613
84B72BA3 F4A5BC8E 00000000 84B72BA3
4D0DEEA7 43FA2353 00000001 0913CB54
F69E1BC3 76A5E6E0 00000002 09524E03
E106EF62 D07C8A5C 00000001 108A6506
9CC244C1 6CB63846 00000001 300C0C7B
0F93971A 048A7E92 00000003 01F41B64
79CAC7F0 DAABEB01 00000000 79CAC7F0
B7B21F43 C4A0B7F9 00000000 B7B21F43
4758B2E5 C8304FCF 00000000 4758B2E5
7FD3DFD2 2472C39E 00000003 127B94F8
6F615565 0667DBB3 00000011 027BBE82
FB2642DC 476C61DA 00000003 24E11D4E
312ED8EA D5020DB6 00000000 312ED8EA
3377DAD8 6263A964 00000000 3377DAD8
84C3362E A25D8740 00000000 84C3362E
0A08624E 186A0A72 00000000 0A08624E
22ACBCBA 46942B87 00000000 22ACBCBA
31B3BD45 EC27448C 00000000 31B3BD45
971FF7EE 1FFD9AB1 00000004 17298D2A
53F146C4 1F533D89 00000002 154ACBB2
2AF744AF F59EE8DB 00000000 2AF744AF
18376792 443D218A 00000000 18376792
A978AECE 36FAD65F 00000003 04882BB1
32FA8947 AE438346 00000000 32FA8947
F22FC293 B2401AB0 00000001 3FEFA7E3
FD4E0085 368E677B 00000004 23146299
20B88FBF E14F9988 00000000 20B88FBF
ED8E7587 3DAACC5F 00000003 348E106A
18B6B82A DF11E273 00000000 18B6B82A
8032D77A 3E1A6DB9 00000002 03FDFC08
BFEB66AA 224D7DB0 00000005 1467F23A
6A8CEEDA 8AFA31FE 00000000 6A8CEEDA
908305A2 A6C911E4 00000000 908305A2
CDDAA6E7 CCD215DB 00000001 0108910C
88411FFC 7979DF7D 00000001 0EC7407F
944B5841 C17EE388 00000000 944B5841
4BF8698B 470C4E00 00000001 04EC1B8B
BE510C90 A5DA4FC7 00000001 1876BCC9
11C49A2D 11D7ADB5 00000000 11C49A2D
AA80D9F7 2D52FF49 00000003 2287DC1C
F0D0210C 8CB6E6FE 00000001 64193A0E
4F1C74CA 33679069 00000001 1BB4E461
35610D7A F9434C2A 00000000 35610D7A
586CCD18 33D8F9D7 00000001 2493D341
AD542C71 0319ACE2 00000037 02D007E3
48D5E9F5 BF9F63CB 00000000 48D5E9F5
24E62B55 F7CBF9EA 00000000 24E62B55
DD345FCF 9AE69C46 00000001 424DC389
7591BDAE 2B93C372 00000002 1E6A36CA
E609E66A 5BFF9E71 00000002 2E0AA988
562F779E 224A899F 00000002 119A6460
4367BC8B 6D139681 00000000 4367BC8B
FF0F0763 EDC23258 00000001 114CD50B
A99763E8 F751B2FC 00000000 A99763E8
5457E9FE 50C913DB 00000001 038ED623
3CB7B8F9 33EF457D 00000001 08C8737C
711BC276 199D8639 00000004 0AA5A992
B12258E2 58594E3D 00000002 006FBC68
B8365020 0D55B361 0000000D 0ADC3433
862E6493 0764D653 00000012 011752BD
417F831D 82BEB67E 00000000 417F831D
C41AD096 81EBAB56 00000001 422F2540
A69A4628 FDB3FB89 00000000 A69A4628
9B55E792 4B3FE9DE 00000002 04D613D6
7B89DC03 89DBC1DC 00000000 7B89DC03
5E50A492 9B062055 00000000 5E50A492
0CA8FE02 3E1FEB32 00000000 0CA8FE02
A1714B71 0213368F 0000004D 01A9E26E
BD68F656 E166391A 00000000 BD68F656
E9CEB13D F6620BD7 00000000 E9CEB13D
617A47FC 4001AC8D 00000001 21789B6F
01C0467D 8C59A5BB 00000000 01C0467D
6B3FCD54 3C2DB659 00000001 2F1216FB
AE5B1FD1 A42C648D 00000001 0A2EBB44
D8796C96 74F71708 00000001 6382558E
DD55A1C6 484C965D 00000003 046FDEAF
EEF91295 2C978180 00000005 10038B15
909B10D2 06105C4D 00000017 0522C5E7
841D9E5E FE4C58BE 00000000 841D9E5E
D44D494F 72B93970 00000001 61940FDF
1C4EA0DC A21B4507 00000000 1C4EA0DC
80475899 1D122945 00000004 0BFEB385
A25F8A39 59181F48 00000001 49476AF1
0395F975 2BE83BC5 00000000 0395F975
CE2F3D21 F352273A 00000000 CE2F3D21
9BB4FE40 202C09D3 00000004 1B04D6F4
95AAD2E9 4ACD5AF9 00000002 00101CF7
DC3B11C6 D842992D 00000001 03F87899
60C92EC9 8F7DC2CE 00000000 60C92EC9
C0AAC71D 4B7DAB4D 00000002 29AF7083
DB99DBB3 F92D3A5C 00000000 DB99DBB3
806C2294 F755AA40 00000000 806C2294
2AEB20FC D7EA9F22 00000000 2AEB20FC
7A514AA4 608B0C38 00000001 19C63E6C
A358D51D FBE2A939 00000000 A358D51D
71E3E811 7E043D23 00000000 71E3E811
5B19C0FE A1E87537 00000000 5B19C0FE
9F59B5EA 5F592623 00000001 40008FC7
D051C391 44973FFD 00000003 028C039A
AD664FF6 40C30D59 00000002 2BE03544
896C3B1E DB80B16B 00000000 896C3B1E
6AB54BC4 A11C2E24 00000000 6AB54BC4
2E93ABB6 786FBF6C 00000000 2E93ABB6
5A031CC2 7CA40A91 00000000 5A031CC2
A557B789 2885BBF3 00000004 0340C7BD
87579950 8F3C7D45 00000000 87579950
A3F59CBD 3023CBEE 00000003 138A38F3
04F635AC 40193D0D 00000000 04F635AC
76A4ABEF 1CEE5BB4 00000004 02EB3D1F
10B3F747 F4784DF8 00000000 10B3F747
894B405E F73CDC05 00000000 894B405E
46477C22 8CEF7CA9 00000000 46477C22
FCEFFE0A 6D518030 00000002 224CFDAA
BB2280D3 38ECB098 00000003 105C6F0B
EE254B03 85A5DCE7 00000001 687F6E1C
3E2F8276 36F4A4E6 00000001 073ADD90
DC228581 35542A3B 00000004 06D1DC95
3FAEB18E ED96508D 00000000 3FAEB18E
8D63FEBF CCC7366D 00000000 8D63FEBF
FE11E8CB 17558ABB 0000000A 14BA7D7D
38254BD0 5E7B06AA 00000000 38254BD0
AA77D90D 91F3DB9E 00000001 1883FD6F
82874911 C6905FB1 00000000 82874911
D4CB2947 C0D42116 00000001 13F70831
9A38C1B2 BA73E118 00000000 9A38C1B2
53C2D75D FE81322E 00000000 53C2D75D
59689664 7C6F2DAE 00000000 59689664
25BFA866 33CA1685 00000000 25BFA866
D72995E1 01446CA1 000000A9 00FDDF98
E849AE0E 5561C467 00000002 3D862540
66645716 F1B2A8B5 00000000 66645716
A3214098 F1464DA7 00000000 A3214098
4C5F0CBF 62C6A7C5 00000000 4C5F0CBF
4B6D827B 2694B7CD 00000001 24D8CAAE
40726879 D38C878E 00000000 40726879
1557F1A4 3ED377F5 00000000 1557F1A4
